,port_name,iso3,country_name,latitude,longitude,harborsize,harbortype,railway,top_20_busiest_ports,busiest_ports_ranking,amount_shipped_through,code,busiest_ukports
931,LORIENT,FRA,France,47.75,-3.35,M,river,S,0,0,0,LORIENT,0
932,ST NAZAIRE,FRA,France,47.283333,-2.2,M,river,None,0,0,0,ST NAZAIRE,0
933,DONGES,FRA,France,47.3,-2.066667,S,river,None,0,0,0,DONGES,0
934,NANTES,FRA,France,47.2,-1.566667,M,river,M,0,0,0,NANTES,0
935,LES SABLES D' OLONNE,FRA,France,46.5,-1.8,M,river,None,0,0,0,LES SABLES D' OLONNE,0
936,LA PALLICE,FRA,France,46.166667,-1.216667,M,coastal,None,0,0,0,LA PALLICE,0
937,LA ROCHELLE,FRA,France,46.15,-1.15,M,coastal,S,0,0,0,LA ROCHELLE,0
938,ROCHEFORT,FRA,France,45.933333,-0.95,M,river,S,0,0,0,ROCHEFORT,0
939,TONNAY CHARENTE,FRA,France,45.933333,-0.9,S,river,None,0,0,0,TONNAY CHARENTE,0
940,LE VERDON,FRA,France,45.55,-1.05,S,river,None,0,0,0,LE VERDON,0
941,PAUILLAC,FRA,France,45.2,-0.75,S,river,None,0,0,0,PAUILLAC,0
942,BLAYE,FRA,France,45.133333,-0.666667,S,river,None,0,0,0,BLAYE,0
943,CONVENT,USA,United States of America,30.016667,-90.833333,S,river,None,0,0,0,CONVENT,0
944,DEER PARK,USA,United States of America,29.75,-95.333333,V,river,S,0,0,0,DEER PARK,0
945,AIN SUKHNA TERMINAL,EGY,Egypt,29.583333,32.366667,L,other,None,0,0,0,AIN SUKHNA TERMINAL,0
946,KING FAHD PORT,SAU,Saudi Arabia,23.95,38.216667,V,coastal,None,0,0,0,KING FAHD PORT,0
947,RAS ISA MARINE TERMINAL,YEM,Yemen,15.133333,42.6,L,other,None,0,0,0,RAS ISA MARINE TERMINAL,0
948,SHEKOU,CHN,China,22.466667,113.866667,M,coastal,S,0,0,0,SHEKOU,0
949,ARDJUNA OIL FIELD,IDN,Indonesia,-5.883333,107.716667,V,other,None,0,0,0,ARDJUNA OIL FIELD,0
950,BAYUQUAN,CHN,China,40.3,122.083333,V,other,S,0,0,0,BAYUQUAN,0
951,PIPAVAV BANDAR,IND,India,20.916667,71.516667,S,coastal,L,0,0,0,PIPAVAV BANDAR,0
952,SUBIC BAY,PHL,Philippines,14.8,120.266667,M,coastal,None,0,0,0,SUBIC BAY,0
953,YANTIAN,CHN,China,22.583333,114.266667,S,coastal,S,0,0,0,YANTIAN,0
954,ST. JAMES,USA,United States of America,29.983333,-90.933333,S,river,None,0,0,0,ST. JAMES,0
955,PETROPAVLOVSK,RUS,Russia,53.05,158.65,V,coastal,None,0,0,0,PETROPAVLOVSK,0
956,NIKOL SKOYE,RUS,Russia,55.2,165.983333,V,coastal,None,0,0,0,NIKOL SKOYE,0
957,PROVIDENIYA,RUS,Russia,64.416667,-173.233333,V,coastal,None,0,0,0,PROVIDENIYA,0
958,AMBARCHIK,RUS,Russia,69.633333,162.316667,V,coastal,None,0,0,0,AMBARCHIK,0
959,TIKSI,RUS,Russia,71.633333,128.866667,S,coastal,None,0,0,0,TIKSI,0
960,PEVEK,RUS,Russia,69.716667,170.3,V,coastal,None,0,0,0,PEVEK,0
961,PORT DIKSON,RUS,Russia,73.5,80.516667,V,coastal,None,0,0,0,PORT DIKSON,0
962,UST-PORT,RUS,Russia,69.666667,84.433333,V,river,None,0,0,0,UST-PORT,0
963,DUDINKA,RUS,Russia,69.4,86.166667,M,river,None,0,0,0,DUDINKA,0
964,IGARKA,RUS,Russia,67.483333,86.6,S,river,None,0,0,0,IGARKA,0
965,MYS NOVYY PORT,RUS,Russia,67.666667,72.9,V,river,None,0,0,0,MYS NOVYY PORT,0
966,NAR YAN-MAR,RUS,Russia,67.65,53.0,V,river,None,0,0,0,NAR YAN-MAR,0
967,MEZEN,RUS,Russia,65.833333,44.183333,S,coastal,None,0,0,0,MEZEN,0
968,ARKHANGELS'K,RUS,Russia,64.533333,40.533333,M,river,L,0,0,0,ARKHANGELS'K,0
969,SIBOLGA,IDN,Indonesia,1.733333,98.766667,V,coastal,None,0,0,0,SIBOLGA,0
970,ULEELHEUE,IDN,Indonesia,5.566667,95.283333,V,other,None,0,0,0,ULEELHEUE,0
971,SABANG,IDN,Indonesia,5.883333,95.316667,V,coastal,None,0,0,0,SABANG,0
972,BLANGLANCANG,IDN,Indonesia,5.25,97.116667,V,other,S,0,0,0,BLANGLANCANG,0
973,PANGKALANSUSU,IDN,Indonesia,4.116667,98.216667,V,coastal,None,0,0,0,PANGKALANSUSU,0
974,MUAR,MYS,Malaysia,2.05,102.566667,V,river,None,0,0,0,MUAR,0
975,DUMAI,IDN,Indonesia,1.683333,101.45,M,river,None,0,0,0,DUMAI,0
976,TRINCOMALEE HARBOR,LKA,Sri Lanka,8.55,81.216667,M,coastal,S,0,0,0,TRINCOMALEE HARBOR,0
977,KANKESANTURAI,LKA,Sri Lanka,9.816667,80.05,V,other,S,0,0,0,KANKESANTURAI,0
978,TUTICORIN,IND,India,8.8,78.166667,S,coastal,S,0,0,0,TUTICORIN,0
979,NAGAPPATTINAM,IND,India,10.766667,79.85,S,other,S,0,0,0,NAGAPPATTINAM,0
980,CUDDALORE,IND,India,11.716667,79.766667,V,other,S,0,0,0,CUDDALORE,0
981,PONDICHERRY,IND,India,11.933333,79.833333,V,other,S,0,0,0,PONDICHERRY,0
982,CHENNAI (MADRAS),IND,India,13.1,80.3,L,coastal,M,0,0,0,CHENNAI (MADRAS),0
983,MACHILIPATNAM,IND,India,16.15,81.166667,V,other,S,0,0,0,MACHILIPATNAM,0
984,KAKINADA BAY,IND,India,17.0,82.316667,V,coastal,None,0,0,0,KAKINADA BAY,0
985,VISHAKHAPATNAM,IND,India,17.683333,83.3,M,coastal,L,0,0,0,VISHAKHAPATNAM,0
986,PARADIP,IND,India,20.266667,86.683333,S,coastal,M,0,0,0,PARADIP,0
987,HALDIA PORT,IND,India,22.016667,88.083333,V,river,S,0,0,0,HALDIA PORT,0
988,CALCUTTA,IND,India,22.55,88.333333,L,river,L,0,0,0,CALCUTTA,0
989,MONGLA,BGD,Bangladesh,22.466667,89.6,S,river,None,0,0,0,MONGLA,0
990,CHITTAGONG,BGD,Bangladesh,22.316667,91.816667,M,river,S,0,0,0,CHITTAGONG,0
991,SITTWE,MMR,Myanmar,20.133333,92.9,S,other,None,0,0,0,SITTWE,0
992,BASSEIN,MMR,Myanmar,16.783333,94.733333,S,river,S,0,0,0,BASSEIN,0
993,RANGOON,MMR,Myanmar,16.766667,96.166667,S,river,M,0,0,0,RANGOON,0
994,MOULMEIN HARBOR,MMR,Myanmar,16.483333,97.616667,S,river,S,0,0,0,MOULMEIN HARBOR,0
995,MERGUI,MMR,Myanmar,12.433333,98.6,S,river,None,0,0,0,MERGUI,0
996,PORT BLAIR,IND,India,11.683333,92.75,S,coastal,None,0,0,0,PORT BLAIR,0
997,PHUKET,THA,Thailand,7.833333,98.4,S,other,None,0,0,0,PHUKET,0
998,KRABI,THA,Thailand,8.066667,98.916667,V,river,None,0,0,0,KRABI,0
999,KANTANG HARBOR,THA,Thailand,7.4,99.516667,V,river,S,0,0,0,KANTANG HARBOR,0
1000,PORT KLANG,MYS,Malaysia,3.0,101.4,L,coastal,None,1,12,11978,PORT KLANG,0
1001,PORT DICKSON,MYS,Malaysia,2.533333,101.783333,M,other,S,0,0,0,PORT DICKSON,0
1002,AMBES,FRA,France,45.016667,-0.533333,S,river,None,0,0,0,AMBES,0
1003,TEIGNMOUTH HARBOUR,GBR,United Kingdom,50.55,-3.5,V,river,S,0,0,0,TEIGNMOUTH HARBOUR,0
1004,BRIDPORT HARBOUR,GBR,United Kingdom,50.716667,-2.766667,V,coastal,S,0,0,0,BRIDPORT HARBOUR,0
1005,POOLE HARBOUR,GBR,United Kingdom,50.683333,-1.95,S,river,S,0,0,0,POOLE HARBOUR,0
1006,SOUTHAMPTON,GBR,United Kingdom,50.9,-1.4,L,river,M,0,0,0,SOUTHAMPTON,1
1007,SHOREHAM HARBOUR,GBR,United Kingdom,50.816667,-0.25,V,lake,M,0,0,0,SHOREHAM HARBOUR,0
1008,DUNKERQUE PORT EST,FRA,France,51.05,2.383333,M,river,None,0,0,0,DUNKERQUE PORT EST,0
1009,BOULOGNE-SUR-MER,FRA,France,50.733333,1.6,M,river,L,0,0,0,BOULOGNE-SUR-MER,0
1010,FECAMP,FRA,France,49.766667,0.366667,S,lake,S,0,0,0,FECAMP,0
1011,HONFLEUR,FRA,France,49.416667,0.216667,V,river,None,0,0,0,HONFLEUR,0
1012,RADE DE CHERBOURG,FRA,France,49.65,-1.633333,L,coastal,L,0,0,0,RADE DE CHERBOURG,0
1013,DARTMOUTH HARBOUR,GBR,United Kingdom,50.35,-3.616667,S,river,None,0,0,0,DARTMOUTH HARBOUR,0
1014,FISHGUARD,GBR,United Kingdom,52.016667,-4.983333,S,coastal,S,0,0,0,FISHGUARD,0
1015,MILFORD HAVEN,GBR,United Kingdom,51.716667,-5.033333,M,river,None,0,0,0,MILFORD HAVEN,1
1016,SWANSEA,GBR,United Kingdom,51.616667,-3.95,S,river,M,0,0,0,SWANSEA,0
1017,SEVERODVINSK,RUS,Russia,64.566667,39.783333,S,coastal,None,0,0,0,SEVERODVINSK,0
1018,ONEGA,RUS,Russia,63.9,38.1,V,river,None,0,0,0,ONEGA,0
1019,BELOMORSK,RUS,Russia,64.533333,34.8,S,coastal,None,0,0,0,BELOMORSK,0
1020,RABOCHEOSTROVSK,RUS,Russia,64.983333,34.783333,S,coastal,S,0,0,0,RABOCHEOSTROVSK,0
1021,KERET,RUS,Russia,66.283333,33.566667,S,coastal,None,0,0,0,KERET,0
1022,KOVDA,RUS,Russia,66.683333,32.866667,V,coastal,None,0,0,0,KOVDA,0
1023,KANDALAKSHA,RUS,Russia,67.133333,32.416667,V,river,S,0,0,0,KANDALAKSHA,0
1024,BOLSHAYA PIRYU GUBA,RUS,Russia,66.666667,34.366667,S,coastal,None,0,0,0,BOLSHAYA PIRYU GUBA,0
1025,OSTROVNOY GREMIKHA,RUS,Russia,68.05,39.516667,S,coastal,None,0,0,0,OSTROVNOY GREMIKHA,0
1026,MURMANSK,RUS,Russia,68.983333,33.05,L,river,M,0,0,0,MURMANSK,0
1027,MYS ABRAM,RUS,Russia,68.983333,33.033333,V,coastal,None,0,0,0,MYS ABRAM,0
1028,ELLEFSEN HARBOR,ATA,Antarctica,-60.733333,-45.033333,V,coastal,None,0,0,0,ELLEFSEN HARBOR,0
1029,SCOTIA BAY,ATA,Antarctica,-60.75,-44.716667,V,coastal,None,0,0,0,SCOTIA BAY,0
1030,ADMIRALTY BAY,ATA,Antarctica,-62.083333,-58.416667,V,coastal,None,0,0,0,ADMIRALTY BAY,0
1031,PORT FOSTER,ATA,Antarctica,-62.95,-60.633333,V,coastal,None,0,0,0,PORT FOSTER,0
1032,PORT LOCKROY,ATA,Antarctica,-64.816667,-63.5,V,coastal,None,0,0,0,PORT LOCKROY,0
1033,MELCHIOR HARBOR,ATA,Antarctica,-64.316667,-63.0,V,coastal,None,0,0,0,MELCHIOR HARBOR,0
1034,ANDERSEN HARBOR,ATA,Antarctica,-64.316667,-62.933333,V,coastal,None,0,0,0,ANDERSEN HARBOR,0
1035,BUKHTA NAGAYEVA (MAGADAN),RUS,Russia,59.566667,150.716667,S,coastal,M,0,0,0,BUKHTA NAGAYEVA (MAGADAN),0
1036,SOUTHWEST PASS,USA,United States of America,28.45,-90.7,S,river,None,0,0,0,SOUTHWEST PASS,0
1037,TRI-CITY PORT,USA,United States of America,38.716667,-90.2,L,river,M,0,0,0,TRI-CITY PORT,0
1038,MOJI KO,JPN,Japan,33.95,130.966667,M,river,S,0,0,0,MOJI KO,0
1039,KANDA,JPN,Japan,33.783333,131.016667,V,coastal,S,0,0,0,KANDA,0
1040,OITA KO,JPN,Japan,33.25,131.666667,V,coastal,S,0,0,0,OITA KO,0
1041,SAGANOSEKI KO,JPN,Japan,33.25,131.866667,S,coastal,None,0,0,0,SAGANOSEKI KO,0
1042,TSUKUMI KO,JPN,Japan,33.083333,131.866667,V,coastal,None,0,0,0,TSUKUMI KO,0
1043,SAIKI KO,JPN,Japan,32.966667,131.933333,S,coastal,None,0,0,0,SAIKI KO,0
1044,HOSOSHIMA KO,JPN,Japan,32.433333,131.666667,V,coastal,S,0,0,0,HOSOSHIMA KO,0
1045,KAGOSHIMA KO,JPN,Japan,31.583333,130.566667,M,coastal,S,0,0,0,KAGOSHIMA KO,0
1046,SHIBUSHI WAN,JPN,Japan,31.466667,131.1,S,coastal,S,0,0,0,SHIBUSHI WAN,0
1047,KIIRE,JPN,Japan,31.383333,130.55,V,other,S,0,0,0,KIIRE,0
1048,MINAMATA KO,JPN,Japan,32.2,130.383333,V,coastal,S,0,0,0,MINAMATA KO,0
1049,YATSUSHIRO KO,JPN,Japan,32.5,130.533333,S,river,S,0,0,0,YATSUSHIRO KO,0
1050,MISUMI KO,JPN,Japan,32.6,130.466667,S,coastal,M,0,0,0,MISUMI KO,0
1051,MIIKE KO,JPN,Japan,33.0,130.416667,S,coastal,S,0,0,0,MIIKE KO,0
1052,NAGASAKI,JPN,Japan,32.716667,129.85,L,coastal,None,0,0,0,NAGASAKI,0
1053,SASEBO,JPN,Japan,33.166667,129.716667,M,coastal,None,0,0,0,SASEBO,0
1054,IMARI,JPN,Japan,33.283333,129.883333,V,river,S,0,0,0,IMARI,0
1055,MELAKA,MYS,Malaysia,2.2,102.25,S,river,None,0,0,0,MELAKA,0
1056,COLOMBO,LKA,Sri Lanka,6.95,79.85,M,coastal,M,0,0,0,COLOMBO,0
1057,GALLE HARBOR,LKA,Sri Lanka,6.016667,80.216667,S,coastal,S,0,0,0,GALLE HARBOR,0
1058,BANDAR-E MAHSHAHR,IRN,Iran,30.466667,49.183333,S,river,None,0,0,0,BANDAR-E MAHSHAHR,0
1059,BANDAR KHOMEYNI,IRN,Iran,30.433333,49.083333,S,other,M,0,0,0,BANDAR KHOMEYNI,0
1060,KHARG ISLAND OIL TERMINAL,IRN,Iran,29.233333,50.333333,S,other,None,0,0,0,KHARG ISLAND OIL TERMINAL,0
1061,SIRUS OIL TERMINAL,IRN,Iran,29.016667,49.483333,S,other,None,0,0,0,SIRUS OIL TERMINAL,0
1062,BUSHEHR,IRN,Iran,28.983333,50.833333,M,coastal,None,0,0,0,BUSHEHR,0
1063,JAZIREH-YE LAVAN OIL TERMINAL,IRN,Iran,26.783333,53.333333,V,other,None,0,0,0,JAZIREH-YE LAVAN OIL TERMINAL,0
1064,JAZIREH-YE HORMOZ,IRN,Iran,27.1,56.45,V,other,None,0,0,0,JAZIREH-YE HORMOZ,0
1065,JAZIREH-YE SIRRI,IRN,Iran,25.9,54.55,S,other,None,0,0,0,JAZIREH-YE SIRRI,0
1066,CHAH BAHAR,IRN,Iran,25.266667,60.616667,V,coastal,None,0,0,0,CHAH BAHAR,0
1067,KARACHI,PAK,Pakistan,24.783333,66.983333,M,coastal,L,0,0,0,KARACHI,0
1068,MUHAMAMAD BIN QASIM,PAK,Pakistan,24.766667,67.35,S,coastal,None,0,0,0,MUHAMAMAD BIN QASIM,0
1069,MANDVI,IND,India,22.833333,69.35,V,other,None,0,0,0,MANDVI,0
1070,OKHA,IND,India,22.466667,69.083333,V,coastal,S,0,0,0,OKHA,0
1071,VERAVAL,IND,India,20.9,70.366667,V,other,S,0,0,0,VERAVAL,0
1072,BHAVNAGAR,IND,India,21.766667,72.233333,S,river,S,0,0,0,BHAVNAGAR,0
1073,MUMBAI (BOMBAY),IND,India,18.966667,72.866667,L,coastal,L,0,0,0,MUMBAI (BOMBAY),0
1074,JAWAHARLAL NEHRU PORT (NHAVA SHIVA),IND,India,18.95,72.95,M,other,M,0,0,0,JAWAHARLAL NEHRU PORT (NHAVA SHIVA),0
1075,MARMAGAO,IND,India,15.433333,73.8,S,river,M,0,0,0,MARMAGAO,0
1076,KARWAR,IND,India,14.816667,74.116667,V,coastal,S,0,0,0,KARWAR,0
1077,AZHIKAL (AZHIKKAL),IND,India,11.916667,75.3,V,river,None,0,0,0,AZHIKAL (AZHIKKAL),0
1078,CALICUT (KOZHIKODE),IND,India,11.25,75.766667,V,other,S,0,0,0,CALICUT (KOZHIKODE),0
1079,BEYPORE,IND,India,11.166667,75.8,V,other,S,0,0,0,BEYPORE,0
1080,KOCHI (COCHIN),IND,India,9.966667,76.233333,M,coastal,M,0,0,0,KOCHI (COCHIN),0
1081,QUILON (KOLLAM),IND,India,8.883333,76.583333,V,coastal,None,0,0,0,QUILON (KOLLAM),0
1082,KOLACHEL,IND,India,8.166667,77.25,V,other,None,0,0,0,KOLACHEL,0
1083,NEATH,GBR,United Kingdom,51.633333,-3.833333,V,coastal,None,0,0,0,NEATH,0
1084,PORT TALBOT,GBR,United Kingdom,51.583333,-3.816667,S,coastal,None,0,0,0,PORT TALBOT,0
1085,BARRY,GBR,United Kingdom,51.4,-3.266667,M,coastal,None,0,0,0,BARRY,0
1086,CARDIFF,GBR,United Kingdom,51.45,-3.166667,M,coastal,S,0,0,0,CARDIFF,0
1087,NEWPORT,GBR,United Kingdom,51.55,-2.983333,M,river,None,0,0,0,NEWPORT,0
1088,SHARPNESS,GBR,United Kingdom,51.716667,-2.483333,S,lake,None,0,0,0,SHARPNESS,0
1089,AVONMOUTH,GBR,United Kingdom,51.5,-2.716667,S,river,S,0,0,0,AVONMOUTH,0
1090,BRISTOL,GBR,United Kingdom,51.466667,-2.633333,M,river,S,0,0,0,BRISTOL,0
1091,BRIDGWATER,GBR,United Kingdom,51.133333,-3.0,V,river,None,0,0,0,BRIDGWATER,0
1092,WATCHET HARBOR,GBR,United Kingdom,51.183333,-3.333333,V,coastal,None,0,0,0,WATCHET HARBOR,0
1093,BIDEFORD,GBR,United Kingdom,51.033333,-4.2,S,river,None,0,0,0,BIDEFORD,0
1094,PADSTOW,GBR,United Kingdom,50.55,-4.933333,V,river,None,0,0,0,PADSTOW,0
1095,HAYLE,GBR,United Kingdom,50.183333,-5.416667,V,river,S,0,0,0,HAYLE,0
1096,NEWLYN,GBR,United Kingdom,50.1,-5.55,V,coastal,S,0,0,0,NEWLYN,0
1097,FALMOUTH HARBOUR,GBR,United Kingdom,50.15,-5.066667,M,coastal,S,0,0,0,FALMOUTH HARBOUR,0
1098,CHARLESTOWN,GBR,United Kingdom,50.333333,-4.75,V,coastal,None,0,0,0,CHARLESTOWN,0
1099,PAR,GBR,United Kingdom,50.35,-4.7,V,coastal,None,0,0,0,PAR,0
1100,HOLYHEAD,GBR,United Kingdom,53.316667,-4.633333,S,coastal,S,0,0,0,HOLYHEAD,0
1101,CAERNARVON,GBR,United Kingdom,53.15,-4.266667,S,river,S,0,0,0,CAERNARVON,0
1102,SLIGO,IRL,Ireland,54.266667,-8.466667,V,river,None,0,0,0,SLIGO,0
1103,WESTPORT,IRL,Ireland,53.8,-9.533333,V,coastal,None,0,0,0,WESTPORT,0
1104,GALWAY,IRL,Ireland,53.266667,-9.05,V,river,None,0,0,0,GALWAY,0
1105,LIMERICK,IRL,Ireland,52.633333,-8.616667,S,river,None,0,0,0,LIMERICK,0
1106,FOYNES,IRL,Ireland,52.616667,-9.116667,L,river,None,0,0,0,FOYNES,0
1107,TARBERT,IRL,Ireland,52.583333,-9.366667,V,river,None,0,0,0,TARBERT,0
1108,FENIT,IRL,Ireland,52.266667,-9.866667,V,coastal,None,0,0,0,FENIT,0
1109,BANTRY,IRL,Ireland,51.683333,-9.45,V,coastal,None,0,0,0,BANTRY,0
1110,COBH,IRL,Ireland,51.85,-8.3,M,river,S,0,0,0,COBH,0
1111,CORK,IRL,Ireland,51.85,-8.266667,M,river,M,0,0,0,CORK,0
1112,WATERFORD,IRL,Ireland,52.266667,-7.116667,V,river,None,0,0,0,WATERFORD,0
1113,ROSSLARE,IRL,Ireland,52.25,-6.333333,S,coastal,None,0,0,0,ROSSLARE,0
1114,KARATSU,JPN,Japan,33.483333,129.966667,S,coastal,S,0,0,0,KARATSU,0
1115,HAKATA,JPN,Japan,33.6,130.4,M,coastal,M,0,0,0,HAKATA,0
1116,IZUHARA,JPN,Japan,34.2,129.3,V,coastal,None,0,0,0,IZUHARA,0
1117,KIN WAN,JPN,Japan,26.416667,127.9,V,other,None,0,0,0,KIN WAN,0
1118,NAHA KO,JPN,Japan,26.216667,127.683333,S,coastal,None,0,0,0,NAHA KO,0
1119,HIRARA KO,JPN,Japan,24.8,125.283333,V,coastal,None,0,0,0,HIRARA KO,0
1120,ISHIGAKI,JPN,Japan,24.333333,124.166667,V,other,None,0,0,0,ISHIGAKI,0
1121,OKHOTSK IY REYD,RUS,Russia,59.366667,143.2,V,river,None,0,0,0,OKHOTSK IY REYD,0
1122,WAKAMATSU KO,JPN,Japan,33.9,130.816667,L,coastal,M,0,0,0,WAKAMATSU KO,0
1123,HAGI KO,JPN,Japan,34.416667,131.4,V,coastal,None,0,0,0,HAGI KO,0
1124,HAMADA KO,JPN,Japan,34.9,132.083333,V,coastal,None,0,0,0,HAMADA KO,0
1125,SAKAI KO,JPN,Japan,35.55,133.25,S,coastal,None,0,0,0,SAKAI KO,0
1126,MIYAZU,JPN,Japan,35.533333,135.2,M,coastal,S,0,0,0,MIYAZU,0
1127,MAIZURU KO,JPN,Japan,35.516667,135.333333,S,coastal,None,0,0,0,MAIZURU KO,0
1128,KANAZAWA,JPN,Japan,36.616667,136.6,S,river,None,0,0,0,KANAZAWA,0
1129,NANAO KO,JPN,Japan,37.05,136.983333,S,coastal,S,0,0,0,NANAO KO,0
1130,NIIGATA KO,JPN,Japan,37.916667,139.05,M,river,S,0,0,0,NIIGATA KO,0
1131,RYOTU KO,JPN,Japan,38.083333,138.566667,V,coastal,None,0,0,0,RYOTU KO,0
1132,SAKATA KO,JPN,Japan,38.933333,139.816667,S,coastal,S,0,0,0,SAKATA KO,0
1133,AKITA-FUNAKAWA KO,JPN,Japan,39.833333,140.0,V,coastal,S,0,0,0,AKITA-FUNAKAWA KO,0
1134,HANNAN KO,JPN,Japan,34.466667,135.35,S,coastal,None,0,0,0,HANNAN KO,0
1135,TAKAMATSU,JPN,Japan,34.35,134.05,V,coastal,S,0,0,0,TAKAMATSU,0
1136,KOMATSUSHIMA,JPN,Japan,34.016667,134.6,S,coastal,S,0,0,0,KOMATSUSHIMA,0
1137,TACHIBANA,JPN,Japan,33.866667,134.666667,V,coastal,None,0,0,0,TACHIBANA,0
1138,KOCHI KO,JPN,Japan,33.5,133.566667,M,coastal,None,0,0,0,KOCHI KO,0
1139,SUSAKI KO,JPN,Japan,33.383333,133.3,V,coastal,S,0,0,0,SUSAKI KO,0
1140,UWAJIMA KO,JPN,Japan,33.216667,132.566667,V,coastal,None,0,0,0,UWAJIMA KO,0
1141,YAWATAHAMA,JPN,Japan,33.45,132.416667,V,coastal,S,0,0,0,YAWATAHAMA,0
1142,MATSUYAMA,JPN,Japan,33.85,132.7,S,coastal,S,0,0,0,MATSUYAMA,0
1143,KIKUMA KO,JPN,Japan,34.033333,132.833333,V,coastal,S,0,0,0,KIKUMA KO,0
1144,MUTUREZIMA KO,JPN,Japan,33.966667,130.866667,S,other,None,0,0,0,MUTUREZIMA KO,0
1145,IMABARI KO,JPN,Japan,34.066667,133.016667,S,coastal,S,0,0,0,IMABARI KO,0
1146,NIIHAMA,JPN,Japan,33.983333,133.283333,S,coastal,S,0,0,0,NIIHAMA,0
1147,MISHIMA-KAWANOE KO,JPN,Japan,34.0,133.55,S,coastal,S,0,0,0,MISHIMA-KAWANOE KO,0
1148,MALE,MDV,Maldives,4.166667,73.5,V,coastal,None,0,0,0,MALE,0
1149,ABADAN,IRN,Iran,30.333333,48.283333,M,river,S,0,0,0,ABADAN,0
1150,MINA RAYSUT,OMN,Oman,16.933333,54.016667,S,coastal,None,0,0,0,MINA RAYSUT,0
1151,MINA QABUS,OMN,Oman,23.633333,58.583333,V,coastal,None,0,0,0,MINA QABUS,0
1152,MINA AL FAHL,OMN,Oman,23.633333,58.516667,S,other,None,0,0,0,MINA AL FAHL,0
1153,FUJAYRAH HARBOR,ARE,United Arab Emirates,25.166667,56.333333,S,coastal,None,0,0,0,FUJAYRAH HARBOR,0
1154,KHAWR FAKKAN,ARE,United Arab Emirates,25.35,56.383333,M,coastal,None,0,0,0,KHAWR FAKKAN,0
1155,MINA SAQR,ARE,United Arab Emirates,25.983333,56.05,V,coastal,None,0,0,0,MINA SAQR,0
1156,FATEH OIL TERMINAL,ARE,United Arab Emirates,25.583333,54.416667,V,other,None,0,0,0,FATEH OIL TERMINAL,0
1157,MUBARRAZ OIL TERMINAL,ARE,United Arab Emirates,24.433333,53.516667,S,other,None,0,0,0,MUBARRAZ OIL TERMINAL,0
1158,AL HAMRIYAH LPG TERMINAL,ARE,United Arab Emirates,25.466667,55.483333,S,coastal,None,0,0,0,AL HAMRIYAH LPG TERMINAL,0
1159,DUBAYY,ARE,United Arab Emirates,25.266667,55.3,S,coastal,None,1,9,15368,DUBAYY,0
1160,MINA JABAL ALI,ARE,United Arab Emirates,25.016667,55.05,L,coastal,None,0,0,0,MINA JABAL ALI,0
1161,JAZIRAT DAS,ARE,United Arab Emirates,25.15,52.866667,V,other,None,0,0,0,JAZIRAT DAS,0
1162,ABU ZABY,ARE,United Arab Emirates,24.5,54.333333,M,coastal,None,0,0,0,ABU ZABY,0
1163,UMM AN NAR,ARE,United Arab Emirates,24.45,54.483333,V,river,None,0,0,0,UMM AN NAR,0
1164,JABAL AZ ZANNAH/RUWAYS,ARE,United Arab Emirates,24.2,52.7,M,coastal,None,0,0,0,JABAL AZ ZANNAH/RUWAYS,0
1165,UMM SAID,QAT,Qatar,24.916667,51.566667,S,other,S,0,0,0,UMM SAID,0
1166,DOHA,QAT,Qatar,25.283333,51.533333,S,coastal,None,0,0,0,DOHA,0
1167,JAZIRAT HALUL,QAT,Qatar,25.683333,52.416667,V,other,None,0,0,0,JAZIRAT HALUL,0
1168,SITRAH,BHR,Bahrain,26.166667,50.666667,M,other,None,0,0,0,SITRAH,0
1169,MINA SALMAN,BHR,Bahrain,26.2,50.633333,M,coastal,M,0,0,0,MINA SALMAN,0
1170,DAMMAM,SAU,Saudi Arabia,26.5,50.2,S,coastal,M,0,0,0,DAMMAM,0
1171,AL JUBAYL,SAU,Saudi Arabia,27.083333,49.666667,V,coastal,M,0,0,0,AL JUBAYL,0
1172,RAS  TANNURAH,SAU,Saudi Arabia,26.633333,50.166667,M,other,None,0,0,0,RAS  TANNURAH,0
1173,JU AYMAH OIL TERMINAL,SAU,Saudi Arabia,26.933333,50.033333,S,other,None,0,0,0,JU AYMAH OIL TERMINAL,0
1174,MINA AZ ZAWR,KWT,Kuwait,28.733333,48.4,V,other,None,0,0,0,MINA AZ ZAWR,0
1175,MINA ASH SHUAYBAH,KWT,Kuwait,29.033333,48.166667,M,other,None,0,0,0,MINA ASH SHUAYBAH,0
1176,MINA ABD ALLAH,KWT,Kuwait,29.016667,48.166667,S,other,None,0,0,0,MINA ABD ALLAH,0
1177,MINA AL AHMADI,KWT,Kuwait,29.066667,48.166667,M,other,S,0,0,0,MINA AL AHMADI,0
1178,KHAWR AL AMAYA,IRQ,Iraq,29.783333,48.8,V,other,None,0,0,0,KHAWR AL AMAYA,0
1179,AL-BASRA OIL TERMINAL,IRQ,Iraq,29.683333,48.816667,V,other,None,0,0,0,AL-BASRA OIL TERMINAL,0
1180,UMM QASR,IRQ,Iraq,30.016667,47.95,S,river,M,0,0,0,UMM QASR,0
1181,AL BASRAH,IRQ,Iraq,30.516667,47.833333,M,river,None,0,0,0,AL BASRAH,0
